name,type,lore
Bough of Fir,4,"Crafted from Mandragora roots and adorned with decorative wreaths of Elven pines, these wands are utilized in Efilim's solstice festivals to celebrate each passing year of Villager and Elven comradery."
Troms' Climbing Trousers,3,
Sunsetter,4,
Bamboo Cuff,5,
Skien Boots,3,
Soqueira,5,
Suchimu,3,
Crowbeak,4,
Mistpuff,3,
Pure Iron Boots,3,
Skyspiral,4,
Brass Knuckle,5,
Ice Sickle,4,
Slime Plate,3,
Xystus,4,
Thunderstruck,4,
Refined Chain Helmet,3,
Assurance,4,
Quartz-Laced Leggings,3,
Chasseur,4,
Roughcut,3,
Whirlpool,4,
Muskeg,3,
Return,5,
Impulse,4,"Prolonged exposure to the corruption may cause sudden bursts of madness in soldiers. To assure themselves of their sanity, some have even begun to play tricks on their brethren."
Asterisk,4,
Solar Pillar,4,
Flawless Jungle Wand,4,
Turbulence,3,
Pink Pelulite,1,
Cyclone Blue Leaves,1,
Cursed Venom Sac,1,
Thick Vines,1,
Lizard Scale,1,
Bionic Fiber,1,
Death Whistle Leaf,1,
Stolen Harvest,1,
Pink Pelute,1,
Tropical Honeysuckle,1,
Mangrove,3,
Salt Crag,4,
Devilish,5,
Balm,3,
Dark Mage Robes,3,
Evanescent,4,
Wardrummer,4,
Hypercane,4,
Purity Filter,5,...It's pulling towards something.
Dysnomia,3,
Snow Dust,3,
Scumlord,4,...It's pulling towards something.
Scarlet Veil,3,You're seeing red... Time to see more of it.
Anchoryl,3,"Despite being a much smaller settlement compared to the mighty citadel of Rodoroc, the dwarven smiths of Thanos still can forge mighty products, such as these heavy diamond-alloy boots."
Ohms' Rage,3,"These ancient, spark-coursing greaves are all that remains of the great thunder mage Ohms' favorite golem familiar after a dark force turned it against its masters."
Heart of Fire,3,
Vine Machete,4,
Coeur de Lion,4,
Capsaicin,3,
Meteoric Arch,4,
Seraph,4,
Shine Suffocator,4,
Standard Chain Mail,3,
Quartz Choker,5,
The Judge,3,
Robin,4,
Jinxed Coif,3,...It's pulling towards something.
Placid Step,3,
Chimney,3,
Luminis,5,\[Community Event Winner\]
Hellkite's Wing,4,
Kenaz,4,
Gelatinous Slime Chunk,1,
Reptile Scales,1,
Dancer's Rhythm,4,
Saving Grace,4,
Onyx,4,
Vampire Touch,4,
Moonlight,4,
Jagged Bone Necklace,5,...It's pulling towards something.
Pacemaker,3,
Sharpened Stylus,4,
Black Veil,3,
Sano's Wisdom,3,
Hardline,3,
Hexed Amulet,5,"Although the warlock's curse placed upon this simple, Olux-crafted charm will reduce the abilities of the wearer significantly, its original luck-bolstering properties still are in place."
Sandscar,4,
Fibreglass,4,
Pure Iron Helmet,3,
Great Brace,5,
Zombified Branch,4,
Dinosaur,3,
Tainted Step,3,
Overly Ironed Pants,3,
Ozone,4,
Nacreous,3,
Catamaran,4,
Moisture,3,
Tears,5,
Bloodbag,4,...It's pulling towards something.
Empathy Purge,3,...It's pulling towards something.
Longtail Boots,3,
Ghostly Tunic,3,
Noisemaker,3,
Standard Chain Leggings,3,
Medecin,4,
Hecatomb,4,...It's pulling towards something.
Bridge of the Divide,3,"These leggings hold the interest of many researching the corruption, as they are the only documented case of a non-corrupt fusion of dark and light energy, made of pure twilight."
Reaper of Soul,4,A grave digger uncovered this blade from the resting place of a notorious pirate that pillaged the islands of the ocean for four decades.
Oasis,4,
Contamination,4,
Slime Boots,3,
Dust Bowl,3,
Viscous Slime,1,
Corroded Chunk,1,
Primitive Delicacy,1,
Winter Solstice,5,
Piranha Oil,2,
Rye String,2,
Silver Gem,2,
Jungle Wood,2,
Silver Ingot,2,
Piranha Meat,2,
Rye Grains,2,
Cupid,5,
Unrefined Leggings,3,
Standard Chain Boots,3,
Treat,5,
Flawless Light Spruce Dagger,4,
Foreword,4,
Incandescent,3,
Hero's Mask,3,It bears the visage of a great hero. Thank you for participating in the Festival of the Heroes!
Decaybound Spindle,4,"Decay spreads unseen, but you know it spreads, and that is enough."
Air Relic Bow,4,
Earthmover,4,
Quickshot,4,
Ignatius,4,
Culex,3,
Static Flood,4,
Ragni's Mail,3,One of the few remaining standard issue mails that were used against the first hordes to emerge from the infamous portal over 1000 years ago.
Monk's Battle Staff,4,
Ballad,3,
Mistletoe,5,
Spine,4,
Elf Robe,3,
Ghostly Pants,3,
Pigman's Ribbing,3,
Coronium,3,
Elf Cap,3,
Blasphemy,3,
Earth Relic Bow,4,
Elf Pants,3,
Doppler,3,
Flawless Light Spruce Relik,4,
Cooler,3,
Morph-Iron,3,
Cremation,5,...It's pulling towards something.
Basaltic Schynbalds,3,
Defender,4,
Binding Brace,5,"An oppressively dark aura emanates from this shackle, dampening both the will and magic potency of those that wear it."
Marius' Prison,3,"""I know the Beast may return one day...but these chains shall bind it for eternity."" The inscription glows bright in the darkness."
Fire Relic Bow,4,
Battalion,3,
Conifer,4,
Elf Shoes,3,
Wipe,4,
Battle Bishop,3,
Sleigher,4,
Broken Balance,3,"Torn scraps of metal line the inside of these boots. They provide no protection, instead forcing a constant adrenaline rush while worn."
Yellow Ornament,5,
Water Relic Bow,4,
Flawless Light Spruce Wand,4,
Relic Bow,4,
Running Water,4,
Thunder Relic Bow,4,
Charm of the Leech,5,
Snowstorm,4,
Flawless Light Spruce Bow,4,
Wasp,5,
Flawless Light Spruce Spear,4,
Factory Helmet,3,
Wicked,3,
Templar,3,
Spike,4,
Trick,5,
Red Ornament,5,
Flesh-forged Circuit,1,
Wriggling Wooden Arm,1,
Ancient Core,1,
Nightmare Fuel,1,
Eye of The Beast,1,
Enchanted Chain Link,1,
Dominant Force,1,
Torn Skin,1,
Canned Sardines,1,
Jungle Paper,2,
Iron Foot,3,
Standard Chain Helmet,3,
Holocene,4,
Cognizance,3,
Twist Band,5,
Criistal,5,
Helm of Andesite,3,
Discotek,4,
Death's Toe,3,
Razor,4,
Quartron's Eye,5,
Stagnant,3,
The Traveler,4,
Brook Keeper,3,
Bibliotek,4,
Marius' Lament,5,
Nordstrom,4,
Eruption,4,"No one expected the WynnExcavation volcanic site to produce any valuable materials, but this heavy, obsidian-blend bow silenced the critics."
Heartbreak,3,
Ozoth's Breath,5,
Sawdust,3,"Once cursed by a druid who had his grove chopped away by a greedy Villager, it was then purified and mass-produced for sale as armor, to the druid's utter disappointment."
Rigor Mortis,4,...It's pulling towards something.
Ghostly Boots,3,
Twin Daggers,4,
Large Lapis,1,
Soul Stone,1,
Hearthfire,3,
Shade,3,
Cementing String,4,
Fissure,4,"Dwarven folklore tells of this mighty maul, used by gods to break mountains, shape continents, and crack the earth to form caverns."
White Storm,3,
Glaciate,3,
Unholy Wand,4,
Pragmatism,3,
Folklore,5,
Dematerialized,4,
Grenouille,4,
Marble,5,
Melody,5,
Sparkles,4,
Goswhit,3,
Iron Scrap,3,
Mythos,5,
Stainless Steel,5,
The Nautilus,4,
Narima Pasukan,3,
Durum's Journey,3,
Astigmatism,3,
Foot Warmers,3,
Malfunction,4,
Col Legno,4,
Ciocca,4,
Flawed Chain Mail,3,
Chest Breaker,4,
Ghostly Cap,3,
Battle Staff,4,
Icy Crampons,1,
Yeti Fur,1,
Ghostly Essence,1,
Sage,4,"Discipline and experience is channeled into these wands for 10 years in the Bantisu monastery of the canyon, in the hope that they will pass on its teachings to less experienced users."
Smithy,5,
Bear Opener,4,
Gale Rider,4,
Threshold,4,
Refined Iron Chainmail,3,
Flawless Diorite Spear,4,
Flawless Diorite Relik,4,
Whistling Helmet,3,
Interference,4,
Flawless Diorite Bow,4,
Scorcher,4,
Erhu,4,
Flawless Diorite Dagger,4,
Flawless Diorite Wand,4,
Shinespark,3,"There have been many attempts to create a reliable power system in Llevigar, and this plasma-charged helmet was reforged from a notable prototype."
The Creationist,4,
Temporal Lantern,4,"No eyes see past the dark fog that enshrouds the future. But if you could perhaps light the way, what would you see? Invigorating hope? Or a warning to be heeded?"
Arterial Spray,4,...It's pulling towards something.
Tarod's Search,5,
Kaleidoscope,3,
Dragon Hide Leggings,3,
Flawed Chain Leggings,3,
Viking Stone,1,
Flashfrost,1,
Pykrete,1,
Lost Heirloom,1,
Pillaged Fragment,1,
Brainfreeze,3,
Nesaak's Will,4,
Butcher's Clever,4,
Pewter Ring,5,
Steel Mail,3,
Stingray,4,
Woebegone,3,...It's pulling towards something.
Ripper,5,
Sorcerer's Stick,4,
Stonebreaker,4,
Flawed Chain Boots,3,
Wolf Crest,5,
Clovis Leg Guards,3,
Bravery,4,
Sunshine Shortsword,4,
Infatuation,4,
Qaxezine,4,
Shrok,3,
The Levee,3,
Dance Boots,3,
Brainbleed,3,...It's pulling towards something.
Frozen Ghostly Essence,1,
Orc Teeth,1,
Penguin Egg,1,
Bandit Rations,1,
Vapor,5,
Oyster,5,\[Community Event Winner\]
Shackles of the Beast,3,
Chroma Cannon,4,
Inclemency,3,...It's pulling towards something.
Rectificator,4,
Flaming War Spear,4,
Flawed Chain Helmet,3,
Viking Breath,4,
Oxalate,4,
Sulphurous Sling,4,
Sleigh Bell,4,
Water Relic Relik,4,
Muddy Soles,3,
Flawless Spruce Relik,4,
Thunder Relic Relik,4,
The Abacus,4,
Chain Link,3,
Coconut,4,
Bloodied Wreath,3,...It's pulling towards something.
Steel Bracer,5,
Faith of the Bovemist,5,
Ajax,3,
Flawless Spruce Spear,4,
Scylla Shell,3,
Fire Relic Relik,4,
Goblin Cloak,3,
Deadeye,4,"The weapon of the fearsome lone bandit, Rymek Luke, it is unique in that it is designed to fire small metal rounds instead of more traditional projectiles."
Blue Ornament,5,
Holly,4,
Earth Relic Relik,4,
Air Relic Relik,4,
Cross-Aegis,4,
Devoreuse,4,
Joker,4,
Flawless Spruce Dagger,4,
Bob's Sacrifice,3,
Wooly Cap,3,
Jilted,3,
Splinter,4,
Permafrosted Saxifrage,4,
Handmade Bucie Knife,4,
Golem Gauntlet,5,
Hillich,4,
Bob's Battle Chestplate,3,"This battered chestplate was once worn by the legendary Wynnic protector, Bob, during the fearsome corrupted sieges before he gave it away to an old friend. An air of melancholy hangs over it."
Flawless Spruce Bow,4,
Flawless Spruce Wand,4,
Constrict Collar,5,
Refined Iron Leggings,3,
Relic Relik,4,
Cerid's Ingenuity,3,"One of the master tinkerer Cerid's greatest inventions, these odd gear-laced boots clink and chime with the sound of clockworks keeping its powerful magic dynamos constantly running."
Nivla's Arch,4,
Quartz Cluster,1,
Bloodweb,1,
Chipped Quartz,1,
Pure Quartz,1,
Primeval Skin,1,
Snow Clump,1,
Icy Shard,1,
Jagged Icicle,1,
Ancient Heart,1,
Black Sulphur,1,
Empty Casings,1,
Bottled Fairy,1,
Archaic Medallion,1,
Lingering Twilight,3,"In the harshest reaches of the mountains, dusk brings a gentle magic to the air, prolonging the faintest vestiges of sundown before night truly falls."
Syringe,4,
Hide of Poxper,3,
Sandstorm Walker,3,
Frozen Brook,4,
Aggression,5,
Bloodless,3,
Eclipse,4,
Sow Thistle,3,
Pulsar,4,"The density of this weapon is almost immeasurable. Despite being light and easy to wield, the spear seems to have its own gravitational pull, slowly dragging enemies closer and making it nearly impossible to put down."
Helm of the Dead,3,
Dissector,4,
Crafted Gem,4,
The Vampire Blade,4,
Wastelands,5,
Homemade Fur Coat,3,
Vibrato,4,
Mutilated Corpse,3,"Freshly slain foes in well below freezing conditions often provide enough warmth to weather the storm. However, this Corrupted seems to still be alive in some sickening way, draining life force to sustain itself. It's pulling towards something. "
Solstice,4,
Orc Slasher,4,
Dissever,4,...It's pulling towards something.
Silver Short Spear,4,
Unfinished Chain Mail,3,
Winter's Essence,3,"These pure, snow-white leggings are rumored to have been crafted by the legendary ice mage Theorick. The people of Nesaak view them as cursed, seeking to destroy them in a bid to stop the endless winter surrounding them."
Reciprocator,4,
Horseshoe,5,
Scorpion,4,"This dagger has no blade. Instead, it is layered with the stingers of the Black Shadow Scorpion, which has the ability to vanish entirely from its prey."
Traitor,4,
Seven-League Boots,3,"Bending the fabric of reality to allow the wearer to take massive strides, these boots are rumored to contain rogue djinni to power them."
Snow Tunic,3,
Poison Sac,1,
Orc Eye,1,
Ursine Claw,1,
Wendigo Bone,1,
Frostbitten Flesh,1,
Green Scale,1,
Red Ko Rhu,3,
Avalanche,3,
Goblin Arm Bracer,5,
Current,4,
Fleet,3,
Babbling Bow,4,
Gernald's Amulet,5,
Solid Quartz Chestplate,3,
Kanata,4,
Cigar,4,
Calamaro's Spear,4,
Snow Pants,3,
Refined Iron Boots,3,
Greysmith,3,
Nodguj Warrior Sword,4,
Rime,5,
Unfinished Chain Leggings,3,
Strategist,3,
Calamaro's Sword,4,
Goblin Luck Charm,5,
Dujgon Warrior Hammer,4,
Tearing Seam,4,
Rosario,4,
Calamaro's Relik,4,
Goblin Runners,3,
Kolkhaar,4,
Calamaro's Staff,4,
Ice Climbing Boots,3,
The Knight's Chestplate,3,
Blessing,4,
Calamaro's Bow,4,
Coarse Torc,5,
Foul Fairy Dust,1,
Spider Leg,1,
Snow Heart,1,
Owl Feather,1,
Twisted Organ,1,
Wood Shavings,1,
Acidic Blood,1,
Torn Rawhide,1,
Runner's Bandages,1,
Prosto Boots,3,
Dogfight,5,...It's pulling towards something.
Misericorde,4,
Okit,5,
Willpower,5,
Climbing Helmet,3,
Thunderbolt,4,"This bow has no string. Instead, a thin lightning-like thread is strung upon it. It is said to be limited only by the speed of the user."
Pelier,3,"Occasional whisperings can be heard by the wearers of this stone mask, reforged from a phylactery of souls. Although not dangerous, staring into the eyes of the mask can bring fear of one's soul being trapped within."
Minus,4,
Sharp Terror,4,
Heavensent,4,
Wirt's Leg,4,
Celsius,4,
Flawless Light Birch Wand,4,
Flawless Light Birch Bow,4,
Unfinished Chain Boots,3,
Crossbow,4,
Duskshield,3,
Affrettando,4,
Horse Mask,3,
Hotline,4,
Poison-Tipped Poleaxe,4,
Cerid's Precision,3,
Giant's Bracer,3,"This ill-fitting, bulky chestplate was never intended to be a chestplate at all. Rather, it is a broken fragment of an arm bracer, from the time of giants."
Flawless Light Birch Dagger,4,
Flawless Light Birch Relik,4,
Short Cutter,4,
Katana,4,
Enhanced Duskshield,3,"They look extremely bulky and uncomfortable...do they have a right to call it ""enhanced""?"
Haqherphix,4,
Candlestick,4,
Snow Helmet,3,
Flawless Light Birch Spear,4,
Copper-Alloy Pike,4,
Mythical Trousers,3,
Goblin Hex Focus,5,
Upside Down Bucket,3,
Fish Tail,1,
Goblin Trinket,1,
Gold Nugget,1,
Defishious,1,
Natural Nitrates,1,
Troll Hair,1,
Ice Silver,1,
Blazing Bangle,5,...It's pulling towards something.
Refined Chainmail Helmet,3,
Nodguj Warrior Chestplate,3,
Obsidian,4,
Bleeding Wand,4,
Alarm,4,
Fighting Spirit,4,
Flamiche,4,
Unfinished Chain Helmet,3,
Valorheart,4,
Seabreeze,3,
Sunbreeze,4,
Assassin's Hood,3,
Aeolus,3,
Ice Fishing Spear,4,
Generator Amulet,5,
Weighted Nimble Fingers,5,The extra metal on the glove completely defeats the purpose... It's unclear why it was re-smithed like this.
Soul,4,
Foehn Wind,4,
Hallfred's Greed,5,
Howler Hide,3,
Decoder Ring,5,
Sticky Decoder Ring,5,"Each one is welded stuck to just one letter. Apparently, to decode the special Rymek message, you need to buy twenty six. ...do they think you're a fool?"
Dujgon Warrior Chestplate,3,
Magicant,4,
Snow Boots,3,
Ringing Mail,3,
Nimble Fingers,5,
Rhunaex,4,
Chill,5,
Upgraded Flare Blitz,4,The weapon nearly catches fire during the merchant's demonstration. He still refuses to discount it despite this.
Precious,5,A strange magic attracts you to this ring. Maybe you shouldn't tell anyone about its existence?
Goblin Hood,3,
Enhanced Assassin's Hood,3,"The chains comprising the mesh are rusty and old. It looks terrible, especially with the newer metal added on."
Reminiscence,5,
The Scavenged,3,
Blackened Boots,3,
Flare Blitz,4,
Tourmaline Lyre,4,
Snowslicer,4,
Glare,4,"The blazing sun has been revered by many druidic sects as a god in its own right, and the jewel in this brilliant wand glows with the brightness of their holy star."
Wolf Fang,1,
Ice Fishing Hook,1,
Rotten Log,1,
Ice Fishing Bait,1,
Ice Fishing Net,1,
Ice Fishing Twine,1,
Dune Kiln,4,"""You don't really advance much when it comes to ovens. For clay, glass, ceramics...it was perfected a long time ago."" -Treous, Almuj Glassblower"
Sprout,4,"""The plants loathe to take hold upon the red stone. And so, we must hunt instead.""  -Caras, Owl Tribesman"
Goblin-Silver Ring,5,
Spruce Paper,2,
Hops String,2,
Spruce Wood,2,
Iron Ingot,2,
Iron Gem,2,
Thunder Relic Leggings,3,
Ghostly Blades,4,
Hornblende,3,
Diorite Boots,3,
Bow of Retribution,4,
Air Relic Leggings,3,
Sundown Poncho,3,
Slash and Burn,4,
Enhanced Phosphene,3,"The paintjob on the armor is incredibly garish. Who thinks to combine sea green, mud, hot pink, and neon yellow?"
Daybreak,4,
Shining Golden Chestplate,3,
Meteorite,4,
Phosphene,3,
Redrock Bandanna,3,
Galloping Spurs,3,
Psychopomp's Pileus,3,
Holy Greaves,3,"Many blacksmiths have tried to craft their products in this armor's image, but none so far have been able to capture the brilliance of these Bovemist-blessed greaves."
Water Relic Leggings,3,
Kilij,4,
Great Charm,5,
Solar Sailers,3,
Sacred,3,
Pangea,4,
Salmon,4,
Wynnter Scarf,3,
Kelvik,3,
Breathing Helmet II,3,
Phantom,4,
Earth Relic Leggings,3,
Feithid,3,
Gladiator,3,
Funambulist,3,
Rusher,3,
Jolt of Inspiration,4,
Kaas' Fur,3,
Frozen Earth,4,
Spirit,4,
Relic Leggings,3,
Discord,3,
Shield,3,
Gargantuan,3,
Horse Hoof,3,
Mystical Tags,3,
Spinal Estoc,4,...It's pulling towards something.
Fire Relic Leggings,3,
Nilrem's Curse,3,
Cleansing Flame,4,
Regretless Talisman,1,
Stretched Rawhide,1,
Shimmering Jewel,1,
Rabbit Carcass,1,
Ice Sliver,1,
Icefish Oil,2,
Icefish Meat,2,
Hops Grains,2,
Clunderthap,4,"""It never rains here, but we hear the thunder echoing in the distance.""  -Lanu, Almuj Archaeomancer"
Springtrap,3,"""After nearly getting trapped in an iron maiden, I figure I can study  those mummies just as well from home."" -Achper, Almuj Archaeologist"
Mithril Leggings,3,
Lockpick,4,
Flawless Andesite Dagger,4,
Vitriol,5,
Flawless Andesite Spear,4,
Fierce Thunder,4,"Every time this spear hits an enemy, a sharp electrical jolt hits the users hands that forces powerful lightning to release."
Outlaw Cap,3,
Stormflash,4,
Lycoris,3,
Ragni's Old Shoes,3,
Flawless Andesite Relik,4,
Karma,4,"""When payback is the rule of the land, it feels safest to do nothing.""  -Ormrod, Self-exiled Almuj Resident"
Chaser,4,"""My husband's such a scaredy-cat. What good is tomb raiding if you're not in the tomb?""  -Dr. Junes, Almuj Archaeologist"
Loam,4,
Anno,5,
Balankia,3,
Quartz Driller,4,
Summer,4,
Ehwaz,5,
Shining Golden Leggings,3,
Faded,3,
Lydian,4,
Hue,4,
Treachery,4,...It's pulling towards something.
Hashr Claw,4,"""Betrayal stings sharper than a scorpion's tail, and festers worse than the poison inside.""   -Attributed to Hashr"
Flawless Andesite Wand,4,
Diluted Vitriol,5,The glass capsule holding the poison vial is too cloudy to see what's inside. The merchant's reassurances are anything but.
Union,5,
Flawless Andesite Bow,4,
Nevermore,3,...It's pulling towards something.
Nerium Old Spear,4,
Stolen Egg,1,
Corrupted Metal Scrap,1,
Moldy Wrapping,1,
Jaw Breaker,4,"""Bandit attacks losing you sleep? Free fighting classes here! Only 10  emeralds- they won't know what hit 'em!"" -Almuj Self-Defense Class Advertisement"
Mummy's Rag,3,"The accursed mummy once wore this robe as a great pharaoh of the desert. It has long since rotted, leaving only a cursed shell of its former greatness."
Zipper,4,
Upgraded Long Bow,4,"Apparently, they thought to make a long bow better, they should make it longer. You can barely hold it."
Salience,3,
HellRaiser,4,
Curse,4,
Enhanced Zeal,3,Supposedly this chestplate belonged to a legendary paladin. The merchant has no explanation for why there are dozens of them.
